,Typical Study Session Duration,Daily Study Sessions,Preferred Study Time,Break Frequency,Favorite Break Activity,Schedule Satisfaction,Tomorrow Study Time
,2,1,Evening,2,short walk,2,Less than 30 minutes
,9,1,Evening,1.5,social media,4,30-60 minutes
,1,1,Evening,1.5,social media,4,30-60 minutes
,8,1,Afternoon,0.5,power nap,2,Less than 30 minutes
,2,3,Evening,0.5,power nap,3,30-60 minutes
,7,1,Evening,1,social media,4,30-60 minutes
,7,1,Morning,1,snack break,2,Less than 30 minutes
,8,3,Evening,3,social media,4,30-60 minutes
,1,1,Evening,1,social media,2,Less than 30 minutes
,5,2,Evening,1,social media,2,Less than 30 minutes
,8,1,Night,0.5,social media,2,Less than 30 minutes
,3,3,Night,1,social media,3,30-60 minutes
,4,1,Afternoon,2.5,power nap,2,Less than 30 minutes
,7,2,Afternoon,1.5,social media,3,30-60 minutes
,4,1,Evening,1.5,snack break,2,Less than 30 minutes
,5,1,Evening,2,social media,3,30-60 minutes
,9,1,Night,0.5,snack break,3,30-60 minutes
,3,2,Afternoon,3,social media,3,30-60 minutes
,7,2,Evening,0.5,social media,5,1-2 hours
,6,1,Night,0.5,social media,2,Less than 30 minutes
,10,1,Afternoon,1,social media,4,30-60 minutes
,1,2,Night,0.5,social media,3,30-60 minutes
,4,3,Evening,1,power nap,1,Less than 30 minutes
,3,2,Evening,0.5,social media,2,Less than 30 minutes
,9,3,Afternoon,3,social media,2,Less than 30 minutes
,3,2,Evening,0.5,social media,3,30-60 minutes
,6,3,Morning,1.5,power nap,3,30-60 minutes
,7,1,Night,2.5,social media,3,30-60 minutes
,7,1,Evening,0.5,social media,2,Less than 30 minutes
,6,2,Afternoon,2,social media,3,30-60 minutes
,7,2,Evening,2,snack break,4,30-60 minutes
,9,1,Afternoon,1.5,social media,2,Less than 30 minutes
,3,2,Afternoon,3,social media,3,30-60 minutes
,7,3,Evening,2,social media,1,Less than 30 minutes
,2,1,Afternoon,1,short walk,1,Less than 30 minutes
,10,2,Evening,1.5,social media,4,30-60 minutes
,3,2,Afternoon,2.5,snack break,2,Less than 30 minutes
,6,1,Afternoon,1,social media,2,Less than 30 minutes
,10,1,Evening,1,short walk,3,30-60 minutes
,8,2,Night,1,snack break,3,30-60 minutes
,5,2,Morning,2.5,short walk,2,Less than 30 minutes
,4,2,Morning,0.5,power nap,4,30-60 minutes
,2,2,Evening,0.5,social media,3,30-60 minutes
,4,1,Afternoon,1,social media,1,Less than 30 minutes
,6,2,Afternoon,1.5,snack break,3,30-60 minutes
,9,2,Evening,1.5,social media,2,Less than 30 minutes
,10,2,Night,0.5,power nap,2,Less than 30 minutes
,7,1,Evening,1,snack break,4,30-60 minutes
,8,2,Evening,2.5,social media,1,Less than 30 minutes
,1,2,Night,0.5,snack break,4,30-60 minutes
,3,3,Afternoon,0.5,social media,5,1-2 hours
,7,2,Evening,1.5,snack break,2,Less than 30 minutes
,6,1,Morning,2.5,short walk,3,30-60 minutes
,9,3,Morning,0.5,social media,3,30-60 minutes
,10,1,Afternoon,2,social media,2,Less than 30 minutes
,10,1,Evening,0.5,snack break,5,1-2 hours
,9,3,Night,0.5,power nap,3,30-60 minutes
,10,3,Evening,1,power nap,3,30-60 minutes
,8,2,Afternoon,1.5,power nap,5,1-2 hours
,5,2,Evening,3,social media,5,1-2 hours
,4,2,Evening,1,power nap,3,30-60 minutes
,9,1,Evening,3,snack break,3,30-60 minutes
,1,1,Evening,0.5,snack break,3,30-60 minutes
,9,1,Afternoon,0.5,power nap,3,30-60 minutes
,4,1,Evening,1,social media,3,30-60 minutes
,10,1,Evening,1.5,snack break,2,Less than 30 minutes
,4,2,Night,0.5,social media,3,30-60 minutes
,1,1,Night,1,social media,3,30-60 minutes
,7,1,Evening,0.5,social media,3,30-60 minutes
,9,2,Evening,1,power nap,3,30-60 minutes
,3,1,Afternoon,2.5,social media,1,Less than 30 minutes
,7,3,Evening,0.5,power nap,2,Less than 30 minutes
,1,2,Evening,1.5,social media,3,30-60 minutes
,10,2,Morning,2.5,social media,4,30-60 minutes
,10,2,Morning,1,snack break,3,30-60 minutes
,10,2,Evening,1,short walk,3,30-60 minutes
,2,2,Afternoon,0.5,social media,3,30-60 minutes
,4,2,Afternoon,0.5,short walk,2,Less than 30 minutes
,5,3,Night,1.5,short walk,2,Less than 30 minutes
,2,1,Evening,1.5,power nap,1,Less than 30 minutes
,8,1,Evening,1,power nap,2,Less than 30 minutes
,1,1,Evening,1,social media,3,30-60 minutes
,4,3,Afternoon,1.5,snack break,2,Less than 30 minutes
,5,2,Evening,1.5,social media,3,30-60 minutes
,6,3,Evening,2.5,social media,2,Less than 30 minutes
,9,2,Night,1.5,social media,3,30-60 minutes
,10,1,Night,1,power nap,2,Less than 30 minutes
,4,2,Afternoon,2,social media,1,Less than 30 minutes
,1,3,Evening,0.5,snack break,3,30-60 minutes
,9,1,Night,1,short walk,2,Less than 30 minutes
,9,2,Evening,3,power nap,2,Less than 30 minutes
,5,1,Evening,2,social media,2,Less than 30 minutes
,1,2,Evening,2,power nap,5,1-2 hours
,6,2,Evening,2,social media,2,Less than 30 minutes
,2,1,Evening,0.5,power nap,3,30-60 minutes
,9,1,Evening,1,power nap,2,Less than 30 minutes
,1,3,Evening,0.5,snack break,2,Less than 30 minutes
,7,1,Night,0.5,social media,4,30-60 minutes
,7,3,Evening,1,social media,4,30-60 minutes
,6,2,Evening,1,power nap,3,30-60 minutes
,6,1,Morning,1,social media,2,Less than 30 minutes
,10,2,Afternoon,0.5,snack break,2,Less than 30 minutes
,8,1,Evening,1.5,social media,1,Less than 30 minutes
,5,1,Afternoon,3,power nap,2,Less than 30 minutes
,9,1,Night,3,power nap,2,Less than 30 minutes
,6,3,Evening,1,social media,4,30-60 minutes
,6,3,Evening,0.5,short walk,2,Less than 30 minutes
,3,1,Afternoon,1,power nap,3,30-60 minutes
,4,3,Morning,3,social media,3,30-60 minutes
,8,2,Evening,1.5,snack break,2,Less than 30 minutes
,8,3,Night,1.5,social media,2,Less than 30 minutes
,10,1,Afternoon,2.5,short walk,3,30-60 minutes
,5,2,Evening,1.5,social media,3,30-60 minutes
,5,1,Evening,1.5,power nap,3,30-60 minutes
,8,1,Afternoon,1.5,power nap,2,Less than 30 minutes
,7,1,Night,3,power nap,1,Less than 30 minutes
,2,2,Afternoon,3,social media,3,30-60 minutes
,4,2,Morning,2,snack break,4,30-60 minutes
,1,1,Afternoon,1,social media,2,Less than 30 minutes
,1,3,Evening,2,social media,3,30-60 minutes
,9,1,Evening,0.5,snack break,3,30-60 minutes
,9,1,Evening,2.5,snack break,2,Less than 30 minutes
,6,3,Night,1,social media,1,Less than 30 minutes
,1,1,Evening,0.5,social media,2,Less than 30 minutes
,2,1,Afternoon,1.5,power nap,3,30-60 minutes
,2,1,Afternoon,2,social media,3,30-60 minutes
,7,1,Evening,3,power nap,2,Less than 30 minutes
,8,2,Night,0.5,power nap,2,Less than 30 minutes
,2,3,Evening,0.5,social media,2,Less than 30 minutes
,8,1,Evening,1.5,social media,2,Less than 30 minutes
,6,1,Evening,2.5,social media,3,30-60 minutes
,4,3,Evening,1.5,snack break,3,30-60 minutes
,2,3,Evening,1.5,social media,3,30-60 minutes
,2,2,Afternoon,1,snack break,3,30-60 minutes
,4,1,Morning,1.5,social media,1,Less than 30 minutes
,2,2,Evening,0.5,snack break,3,30-60 minutes
,7,1,Afternoon,2,social media,3,30-60 minutes
,9,1,Evening,0.5,snack break,3,30-60 minutes
,2,1,Evening,1,snack break,3,30-60 minutes
,7,1,Night,3,social media,3,30-60 minutes
,7,2,Night,1,power nap,2,Less than 30 minutes
,7,1,Morning,1.5,social media,3,30-60 minutes
,9,3,Evening,0.5,social media,1,Less than 30 minutes
,5,2,Afternoon,1,power nap,3,30-60 minutes
,5,2,Night,1.5,snack break,2,Less than 30 minutes
,7,1,Evening,0.5,social media,4,30-60 minutes
,4,1,Evening,1,social media,4,30-60 minutes
,1,2,Evening,0.5,social media,1,Less than 30 minutes
,4,1,Afternoon,1,power nap,2,Less than 30 minutes
,3,2,Evening,2,social media,4,30-60 minutes
,4,2,Morning,1.5,social media,1,Less than 30 minutes
,10,2,Night,0.5,short walk,3,30-60 minutes
,5,2,Morning,1,snack break,2,Less than 30 minutes
,7,1,Evening,0.5,power nap,4,30-60 minutes
,4,3,Evening,1,snack break,3,30-60 minutes
,2,2,Evening,1,social media,3,30-60 minutes
,4,2,Evening,2,social media,2,Less than 30 minutes
,6,2,Evening,1,social media,4,30-60 minutes
,4,2,Night,1,social media,5,1-2 hours
,5,1,Night,1.5,social media,3,30-60 minutes
,3,2,Evening,2.5,social media,3,30-60 minutes
,3,3,Evening,1,social media,2,Less than 30 minutes
,2,2,Afternoon,1,snack break,4,30-60 minutes
,10,1,Evening,1,social media,2,Less than 30 minutes
,1,1,Night,0.5,short walk,3,30-60 minutes
,7,3,Afternoon,3,short walk,3,30-60 minutes
,3,1,Morning,1.5,social media,2,Less than 30 minutes
,6,1,Night,0.5,power nap,2,Less than 30 minutes
,4,2,Evening,0.5,social media,1,Less than 30 minutes
,7,1,Evening,0.5,snack break,3,30-60 minutes
,2,1,Evening,2.5,power nap,2,Less than 30 minutes
,1,2,Evening,1,short walk,2,Less than 30 minutes
,6,2,Evening,2.5,power nap,2,Less than 30 minutes
,1,1,Evening,0.5,power nap,2,Less than 30 minutes
,6,2,Afternoon,0.5,social media,3,30-60 minutes
,1,2,Morning,1,power nap,3,30-60 minutes
,8,2,Evening,3,short walk,5,1-2 hours
,8,2,Night,1,social media,1,Less than 30 minutes
,10,3,Afternoon,1,snack break,3,30-60 minutes
,9,1,Morning,0.5,social media,2,Less than 30 minutes
,6,2,Morning,1,power nap,2,Less than 30 minutes
,4,2,Evening,2.5,social media,5,1-2 hours
,10,1,Afternoon,1,social media,4,30-60 minutes
,6,1,Evening,1.5,power nap,3,30-60 minutes
,5,2,Evening,3,social media,2,Less than 30 minutes
,6,2,Morning,2,social media,3,30-60 minutes
,2,3,Evening,3,social media,3,30-60 minutes
,3,1,Evening,0.5,power nap,3,30-60 minutes
,6,3,Afternoon,2,snack break,3,30-60 minutes
,9,2,Afternoon,1.5,snack break,3,30-60 minutes
,1,2,Evening,2,snack break,2,Less than 30 minutes
,8,1,Afternoon,2.5,power nap,2,Less than 30 minutes
,5,1,Afternoon,1.5,snack break,2,Less than 30 minutes
,10,3,Night,1.5,power nap,1,Less than 30 minutes
,1,2,Evening,0.5,social media,1,Less than 30 minutes
,7,1,Evening,0.5,social media,3,30-60 minutes
,9,2,Morning,0.5,power nap,2,Less than 30 minutes
,1,3,Evening,2.5,social media,1,Less than 30 minutes
,8,3,Afternoon,2,social media,2,Less than 30 minutes
,3,1,Evening,2.5,social media,4,30-60 minutes
,2,3,Evening,2.5,power nap,2,Less than 30 minutes
,7,2,Evening,1,snack break,5,1-2 hours
,1,3,Evening,1.5,short walk,4,30-60 minutes
,8,1,Evening,3,short walk,2,Less than 30 minutes
,5,1,Afternoon,2,power nap,3,30-60 minutes
,4,1,Evening,1,snack break,4,30-60 minutes
,5,2,Afternoon,1,snack break,3,30-60 minutes
,2,1,Evening,2.5,social media,2,Less than 30 minutes
,2,1,Afternoon,0.5,power nap,3,30-60 minutes
,10,2,Night,1.5,social media,3,30-60 minutes
,8,1,Afternoon,0.5,short walk,5,1-2 hours
,1,2,Evening,2,snack break,3,30-60 minutes
,1,2,Afternoon,1,short walk,3,30-60 minutes
,6,3,Evening,3,power nap,2,Less than 30 minutes
,8,2,Afternoon,1.5,social media,3,30-60 minutes
,4,3,Evening,3,social media,2,Less than 30 minutes
,2,1,Night,1.5,power nap,2,Less than 30 minutes
,9,3,Evening,0.5,snack break,3,30-60 minutes
,6,2,Afternoon,1,short walk,2,Less than 30 minutes
,6,3,Afternoon,3,power nap,3,30-60 minutes
,4,1,Night,1.5,social media,2,Less than 30 minutes
,8,2,Afternoon,0.5,power nap,2,Less than 30 minutes
,10,1,Afternoon,1.5,social media,3,30-60 minutes
,10,1,Morning,0.5,social media,3,30-60 minutes
,8,1,Night,1,power nap,2,Less than 30 minutes
,10,1,Evening,0.5,snack break,2,Less than 30 minutes
,6,3,Afternoon,1.5,power nap,2,Less than 30 minutes
,10,1,Night,1,social media,5,1-2 hours
,10,2,Evening,1,snack break,2,Less than 30 minutes
,1,1,Evening,1.5,power nap,2,Less than 30 minutes
,3,2,Evening,1,power nap,2,Less than 30 minutes
,4,2,Afternoon,1,snack break,3,30-60 minutes
,1,3,Evening,2,snack break,2,Less than 30 minutes
,5,2,Evening,0.5,power nap,4,30-60 minutes
,8,1,Evening,2,social media,2,Less than 30 minutes
,1,3,Evening,3,social media,3,30-60 minutes
,2,1,Evening,2,social media,2,Less than 30 minutes
,7,1,Morning,0.5,power nap,3,30-60 minutes
,6,3,Morning,1.5,social media,2,Less than 30 minutes
,10,1,Night,1,power nap,2,Less than 30 minutes
,4,3,Evening,1.5,snack break,3,30-60 minutes
,1,1,Afternoon,1.5,short walk,3,30-60 minutes
,8,1,Evening,0.5,social media,2,Less than 30 minutes
,2,2,Evening,1.5,social media,3,30-60 minutes
,3,2,Night,1,snack break,4,30-60 minutes
,7,2,Night,3,snack break,3,30-60 minutes
,4,3,Evening,1,snack break,3,30-60 minutes
,2,2,Afternoon,1,social media,1,Less than 30 minutes
,5,1,Evening,0.5,social media,3,30-60 minutes
,3,2,Evening,2,short walk,2,Less than 30 minutes
,8,1,Night,0.5,social media,3,30-60 minutes
,7,2,Afternoon,0.5,snack break,3,30-60 minutes
,3,3,Evening,1,snack break,2,Less than 30 minutes
,6,1,Evening,1.5,social media,3,30-60 minutes
,1,1,Afternoon,1,power nap,2,Less than 30 minutes
,5,2,Evening,1.5,social media,1,Less than 30 minutes
,2,3,Evening,2.5,short walk,2,Less than 30 minutes
,8,3,Morning,1.5,social media,2,Less than 30 minutes
,9,2,Morning,3,snack break,3,30-60 minutes
,7,1,Evening,3,social media,2,Less than 30 minutes
,3,2,Evening,1.5,power nap,3,30-60 minutes
,8,3,Morning,1,short walk,2,Less than 30 minutes
,1,1,Afternoon,0.5,social media,3,30-60 minutes
,4,1,Night,0.5,short walk,4,30-60 minutes
,8,3,Night,2,social media,3,30-60 minutes
,8,3,Morning,1,power nap,1,Less than 30 minutes
,2,2,Evening,0.5,social media,2,Less than 30 minutes
,3,3,Evening,1,short walk,2,Less than 30 minutes
,5,1,Afternoon,1,social media,5,1-2 hours
,4,3,Afternoon,0.5,social media,2,Less than 30 minutes
,5,2,Morning,1.5,snack break,4,30-60 minutes
,3,1,Evening,0.5,power nap,5,1-2 hours
,5,1,Afternoon,2,power nap,1,Less than 30 minutes
,10,2,Evening,0.5,short walk,2,Less than 30 minutes
,4,1,Evening,2,power nap,2,Less than 30 minutes
,10,2,Evening,1,social media,3,30-60 minutes
,4,2,Evening,2.5,short walk,2,Less than 30 minutes
,9,1,Night,0.5,snack break,5,1-2 hours
,9,3,Afternoon,1.5,social media,3,30-60 minutes
,2,1,Night,0.5,social media,3,30-60 minutes
,2,3,Evening,0.5,power nap,3,30-60 minutes
,2,1,Morning,2.5,power nap,4,30-60 minutes
,2,2,Afternoon,1,snack break,3,30-60 minutes
,6,1,Night,1,social media,3,30-60 minutes
,7,2,Evening,2,snack break,3,30-60 minutes
,7,2,Evening,2.5,social media,3,30-60 minutes
,7,1,Morning,0.5,power nap,1,Less than 30 minutes
,4,3,Evening,3,social media,3,30-60 minutes
,10,2,Evening,3,social media,3,30-60 minutes
,10,2,Afternoon,2.5,social media,3,30-60 minutes
,1,1,Evening,1.5,social media,1,Less than 30 minutes
,10,1,Afternoon,1.5,snack break,2,Less than 30 minutes
,3,2,Evening,3,power nap,3,30-60 minutes
,6,2,Evening,2.5,power nap,1,Less than 30 minutes
,2,2,Evening,1,social media,4,30-60 minutes
,7,3,Afternoon,1.5,social media,5,1-2 hours
,8,1,Afternoon,0.5,social media,4,30-60 minutes
,10,1,Evening,1.5,social media,3,30-60 minutes
,10,2,Afternoon,1.5,power nap,1,Less than 30 minutes
,4,2,Evening,1,power nap,2,Less than 30 minutes
,8,2,Evening,2,short walk,3,30-60 minutes
,6,2,Night,0.5,power nap,2,Less than 30 minutes
,1,1,Afternoon,0.5,snack break,3,30-60 minutes
,4,1,Evening,1,power nap,1,Less than 30 minutes
,5,2,Evening,0.5,snack break,2,Less than 30 minutes
,10,1,Evening,0.5,social media,2,Less than 30 minutes
,10,2,Evening,3,social media,3,30-60 minutes
,3,2,Afternoon,3,social media,3,30-60 minutes
,3,1,Afternoon,2.5,power nap,3,30-60 minutes
,5,2,Afternoon,1.5,snack break,2,Less than 30 minutes
,4,1,Evening,1.5,social media,3,30-60 minutes
,10,3,Evening,0.5,social media,4,30-60 minutes
,6,1,Night,1,social media,2,Less than 30 minutes
,6,2,Evening,2.5,power nap,4,30-60 minutes
,2,2,Afternoon,2,short walk,3,30-60 minutes
,9,2,Night,3,social media,3,30-60 minutes
,1,3,Night,1,social media,2,Less than 30 minutes
,1,1,Evening,1,social media,2,Less than 30 minutes
,3,2,Afternoon,1,social media,2,Less than 30 minutes
,9,2,Evening,2.5,social media,3,30-60 minutes
,7,1,Evening,1.5,power nap,1,Less than 30 minutes
,1,2,Afternoon,0.5,snack break,4,30-60 minutes
,7,2,Morning,2.5,social media,3,30-60 minutes
,4,2,Morning,0.5,snack break,3,30-60 minutes
,4,1,Night,1.5,social media,2,Less than 30 minutes
,7,3,Evening,2,snack break,5,1-2 hours
,8,3,Evening,1,snack break,3,30-60 minutes
,2,1,Night,0.5,short walk,2,Less than 30 minutes
,3,2,Evening,1.5,snack break,2,Less than 30 minutes
,5,2,Evening,0.5,social media,5,1-2 hours
,5,1,Afternoon,1,power nap,3,30-60 minutes
,9,1,Afternoon,1,power nap,4,30-60 minutes
,10,2,Evening,1.5,social media,2,Less than 30 minutes
,6,3,Evening,1,social media,3,30-60 minutes
,5,2,Evening,0.5,social media,3,30-60 minutes
,4,1,Evening,0.5,social media,1,Less than 30 minutes
,4,2,Evening,0.5,snack break,3,30-60 minutes
,6,2,Morning,1,snack break,2,Less than 30 minutes
,2,1,Night,0.5,social media,2,Less than 30 minutes
,1,1,Afternoon,2.5,power nap,3,30-60 minutes
,9,1,Evening,3,snack break,3,30-60 minutes
,8,2,Afternoon,1.5,power nap,2,Less than 30 minutes
,3,1,Night,1,social media,2,Less than 30 minutes
,4,2,Evening,1.5,snack break,2,Less than 30 minutes
,6,2,Evening,1,power nap,4,30-60 minutes
,10,1,Afternoon,3,power nap,4,30-60 minutes
,4,1,Afternoon,3,snack break,2,Less than 30 minutes
,7,2,Evening,1.5,social media,3,30-60 minutes
,6,1,Evening,0.5,social media,2,Less than 30 minutes
,1,3,Night,2,social media,1,Less than 30 minutes
,2,1,Morning,3,snack break,3,30-60 minutes
,2,2,Morning,0.5,social media,3,30-60 minutes
,9,2,Evening,1.5,social media,3,30-60 minutes
,8,1,Evening,3,power nap,2,Less than 30 minutes
,7,2,Evening,2,power nap,2,Less than 30 minutes
,1,2,Evening,1.5,short walk,3,30-60 minutes
,1,1,Evening,0.5,snack break,3,30-60 minutes
,2,2,Evening,1.5,short walk,3,30-60 minutes
,4,3,Evening,2.5,social media,5,1-2 hours
,9,2,Evening,1,social media,3,30-60 minutes
,10,2,Evening,1.5,short walk,1,Less than 30 minutes
,3,2,Afternoon,1.5,social media,2,Less than 30 minutes
,1,1,Evening,1.5,social media,4,30-60 minutes
,8,2,Evening,0.5,social media,4,30-60 minutes
,1,1,Night,2,social media,3,30-60 minutes
,10,2,Afternoon,1,power nap,2,Less than 30 minutes
,6,1,Evening,0.5,power nap,3,30-60 minutes
,3,1,Afternoon,0.5,snack break,3,30-60 minutes
,4,2,Afternoon,1.5,social media,2,Less than 30 minutes
,2,2,Afternoon,0.5,power nap,2,Less than 30 minutes
,6,2,Afternoon,0.5,social media,3,30-60 minutes
,8,3,Evening,3,social media,3,30-60 minutes
,4,2,Afternoon,2.5,social media,2,Less than 30 minutes
,1,3,Evening,2,social media,2,Less than 30 minutes
,5,1,Afternoon,1,snack break,1,Less than 30 minutes
,4,1,Evening,1.5,power nap,2,Less than 30 minutes
,5,1,Evening,1,short walk,4,30-60 minutes
,1,2,Morning,2.5,social media,4,30-60 minutes
,2,2,Evening,1,snack break,3,30-60 minutes
,6,1,Afternoon,1,social media,2,Less than 30 minutes
,2,3,Night,1,power nap,3,30-60 minutes
,3,2,Afternoon,2,power nap,3,30-60 minutes
,9,1,Night,1,power nap,1,Less than 30 minutes
,4,2,Evening,2.5,social media,3,30-60 minutes
,1,1,Night,3,social media,3,30-60 minutes
,1,2,Night,0.5,power nap,3,30-60 minutes
,1,1,Evening,0.5,social media,3,30-60 minutes
,1,2,Evening,0.5,snack break,2,Less than 30 minutes
,7,1,Evening,2,social media,3,30-60 minutes
,10,2,Evening,2,social media,4,30-60 minutes
,7,1,Morning,2.5,power nap,3,30-60 minutes
,6,1,Afternoon,0.5,short walk,3,30-60 minutes
,5,2,Evening,3,snack break,1,Less than 30 minutes
,7,3,Evening,1.5,power nap,2,Less than 30 minutes
,10,1,Morning,1,power nap,5,1-2 hours
,8,1,Evening,2.5,snack break,5,1-2 hours
,2,3,Evening,0.5,social media,2,Less than 30 minutes
,6,3,Evening,3,short walk,2,Less than 30 minutes
,1,3,Night,1,social media,3,30-60 minutes
,6,2,Night,1,short walk,2,Less than 30 minutes
,4,1,Afternoon,0.5,social media,2,Less than 30 minutes
,6,2,Afternoon,1.5,social media,2,Less than 30 minutes
,3,1,Night,1,power nap,1,Less than 30 minutes
,1,1,Evening,1,power nap,3,30-60 minutes
,7,3,Afternoon,1,social media,2,Less than 30 minutes
,9,1,Evening,1,snack break,4,30-60 minutes
,10,3,Night,1,social media,3,30-60 minutes
,3,2,Evening,2.5,power nap,3,30-60 minutes
,8,1,Afternoon,1.5,social media,3,30-60 minutes
,9,3,Afternoon,2,social media,3,30-60 minutes
,2,2,Evening,0.5,power nap,1,Less than 30 minutes
,10,3,Afternoon,1,snack break,2,Less than 30 minutes
,5,1,Afternoon,2.5,power nap,2,Less than 30 minutes
,5,3,Evening,1.5,short walk,1,Less than 30 minutes
,2,1,Evening,0.5,social media,2,Less than 30 minutes
,2,1,Afternoon,1,social media,4,30-60 minutes
,6,1,Evening,0.5,power nap,1,Less than 30 minutes
,3,2,Night,0.5,snack break,2,Less than 30 minutes
,4,3,Evening,1.5,social media,2,Less than 30 minutes
,4,3,Morning,2,short walk,3,30-60 minutes
,7,2,Evening,2.5,social media,3,30-60 minutes
,1,3,Morning,1.5,social media,2,Less than 30 minutes
,5,1,Evening,3,social media,2,Less than 30 minutes
,9,3,Evening,0.5,social media,1,Less than 30 minutes
,8,2,Evening,2,snack break,2,Less than 30 minutes
,5,3,Evening,3,short walk,2,Less than 30 minutes
,9,2,Evening,0.5,social media,3,30-60 minutes
,6,2,Evening,1.5,short walk,2,Less than 30 minutes
,9,1,Afternoon,1,social media,3,30-60 minutes
,3,2,Evening,1,short walk,3,30-60 minutes
,9,1,Afternoon,0.5,power nap,1,Less than 30 minutes
,3,1,Afternoon,2.5,snack break,3,30-60 minutes
,3,3,Night,1.5,social media,2,Less than 30 minutes
,2,1,Afternoon,1.5,short walk,3,30-60 minutes
,4,2,Evening,1,social media,2,Less than 30 minutes
,1,3,Afternoon,3,power nap,2,Less than 30 minutes
,3,1,Morning,0.5,social media,1,Less than 30 minutes
,5,1,Night,0.5,power nap,3,30-60 minutes
,3,2,Afternoon,2.5,snack break,4,30-60 minutes
,6,3,Evening,0.5,short walk,2,Less than 30 minutes
,2,2,Night,0.5,snack break,3,30-60 minutes
,4,2,Evening,1.5,snack break,3,30-60 minutes
,5,3,Afternoon,0.5,social media,3,30-60 minutes
,4,2,Evening,2,social media,2,Less than 30 minutes
,3,1,Evening,0.5,social media,4,30-60 minutes
,9,1,Evening,1.5,power nap,5,1-2 hours
,4,3,Night,2.5,snack break,3,30-60 minutes
,7,3,Evening,0.5,power nap,3,30-60 minutes
,10,3,Evening,1,social media,3,30-60 minutes
,3,2,Afternoon,1,social media,3,30-60 minutes
,2,1,Afternoon,3,snack break,2,Less than 30 minutes
,3,1,Evening,3,social media,3,30-60 minutes
,1,1,Evening,0.5,snack break,3,30-60 minutes
,9,2,Evening,2.5,social media,2,Less than 30 minutes
,10,2,Evening,1,power nap,3,30-60 minutes
,6,2,Afternoon,1.5,short walk,2,Less than 30 minutes
,4,2,Evening,3,power nap,5,1-2 hours
,2,2,Afternoon,1,power nap,4,30-60 minutes
,4,3,Morning,0.5,power nap,2,Less than 30 minutes
,6,3,Evening,2.5,power nap,2,Less than 30 minutes
,7,2,Evening,3,snack break,2,Less than 30 minutes
,2,2,Evening,2.5,social media,3,30-60 minutes
,9,3,Evening,1.5,social media,2,Less than 30 minutes
,10,1,Night,1,short walk,2,Less than 30 minutes
,2,1,Evening,0.5,snack break,3,30-60 minutes
,7,1,Evening,1,social media,1,Less than 30 minutes
,9,1,Morning,2.5,snack break,4,30-60 minutes
,4,3,Evening,1,social media,3,30-60 minutes
,6,1,Evening,1.5,social media,3,30-60 minutes
,4,3,Morning,1.5,power nap,4,30-60 minutes
,7,2,Night,0.5,snack break,3,30-60 minutes
,6,2,Evening,0.5,social media,2,Less than 30 minutes
,1,2,Afternoon,1.5,power nap,2,Less than 30 minutes
,9,3,Afternoon,1.5,social media,3,30-60 minutes
,1,2,Evening,0.5,short walk,3,30-60 minutes
,4,1,Evening,1,power nap,3,30-60 minutes
,2,1,Afternoon,1.5,social media,4,30-60 minutes
,8,1,Afternoon,1,snack break,4,30-60 minutes
,1,2,Evening,2,social media,2,Less than 30 minutes
,9,2,Night,0.5,social media,2,Less than 30 minutes
,8,1,Evening,0.5,social media,2,Less than 30 minutes
,3,1,Evening,2.5,power nap,2,Less than 30 minutes
,5,2,Morning,1,power nap,2,Less than 30 minutes
,6,2,Evening,2.5,social media,4,30-60 minutes
,9,1,Evening,1,social media,3,30-60 minutes
,6,1,Morning,1.5,social media,2,Less than 30 minutes
,2,2,Afternoon,2,power nap,2,Less than 30 minutes
,8,2,Night,1,power nap,3,30-60 minutes
,3,3,Night,2,power nap,3,30-60 minutes
,7,1,Afternoon,1,social media,3,30-60 minutes
,5,2,Afternoon,1,power nap,3,30-60 minutes
,5,1,Morning,0.5,social media,4,30-60 minutes
,9,2,Evening,1,power nap,2,Less than 30 minutes
,5,2,Night,1,snack break,1,Less than 30 minutes
,7,1,Evening,1.5,social media,3,30-60 minutes
,6,1,Night,0.5,social media,3,30-60 minutes
,5,1,Evening,3,power nap,2,Less than 30 minutes
,1,3,Morning,2,social media,3,30-60 minutes
,2,1,Evening,1,social media,2,Less than 30 minutes
,3,2,Night,2,power nap,3,30-60 minutes
,8,2,Evening,3,social media,2,Less than 30 minutes
,7,2,Evening,3,social media,3,30-60 minutes
,3,2,Night,0.5,short walk,3,30-60 minutes
,7,1,Afternoon,0.5,snack break,2,Less than 30 minutes
,1,1,Morning,1,snack break,3,30-60 minutes
,3,2,Evening,1,snack break,3,30-60 minutes
,5,1,Afternoon,3,social media,1,Less than 30 minutes
,6,3,Morning,1,snack break,5,1-2 hours
,2,1,Night,2,social media,2,Less than 30 minutes
,1,3,Evening,2,snack break,3,30-60 minutes
,3,1,Evening,1.5,social media,4,30-60 minutes
,9,3,Afternoon,0.5,power nap,1,Less than 30 minutes
,10,2,Afternoon,0.5,social media,3,30-60 minutes
,9,1,Night,2,power nap,1,Less than 30 minutes
,8,1,Afternoon,1.5,social media,2,Less than 30 minutes
,5,2,Evening,0.5,social media,3,30-60 minutes
,8,2,Evening,1.5,power nap,1,Less than 30 minutes
,4,1,Evening,2.5,short walk,1,Less than 30 minutes
,4,2,Afternoon,1.5,social media,5,1-2 hours
